Name	Kind	Camp	Series	Treasure	HeadImage	ClientOnly	CorpseIdx	RedLum	GreenLum	BlueLum	NpcResType	ArmorType	HelmType	WeaponType	HorseType	RideHorse	StandFrame	StandFrame1	DeathFrame	WalkFrame	RunFrame	HurtFrame	Skill1	Level1	Skill2	Level2	Skill3	Level3	Skill4	Level4	ActionScript	LevelScript	ExpParam	ExpParam1	ExpParam2	ExpParam3	LifeParam	LifeParam1	LifeParam2	LifeParam3	LifeReplenish	ARParam	ARParam1	ARParam2	ARParam3	DefenseParam	DefenseParam1	DefenseParam2	DefenseParam3	MinDamageParam	MinDamageParam1	MinDamageParam2	MinDamageParam3	MaxDamageParam	MaxDamageParam1	MaxDamageParam2	MaxDamageParam3	WalkSpeed	RunSpeed	AttackSpeed	CastSpeed	VisionRadius	HitRecover	ActiveRadius	AIMode	AIParam1	AIParam2	AIParam3	AIParam4	AIParam5	AIParam6	AIParam7	AIParam8	AIParam9	FireResist	ColdResist	LightResist	PoisonResist	PhysicsResist	FireResistMax	ColdResistMax	LightResistMax	PoisonResistMax	PhysicsResistMax	ReviveFrame	Stature	DropRateFile	AIMaxTime	PhysicalDamageBase	PhysicalMagicBase	PoisonDamageBase	PoisonMagicBase	ColdDamageBase	ColdMagicBase	FireDamageBase	FireMagicBase	LightingDamageBase	LightingMagicBase	AuraSkillId	AuraSkillLevel	PasstSkillId	PasstSkillLevel																																																																																			
Tèng Phã t­íng	0	1	2	0			130				enemy021	0	0	0	0	0	24	26	19	10	26	12	53	1|0	31	1|0.2	31	1|0.2	31	1|0.2		\script\npclevelscript\soldier4.lua	100	0	0	0	100	40000	100000	200000	0|0	100	0.07	2.5	10	100	0.1	2.5	10	100	1	1	1	100	1	1	1	11	11	18	18	800	50	1000	1	80	25	25	25	25	25	25	20	50	0|15	0|15	0|15	0|15	0|15	75	75	75	75	75	180	100		6	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0																																																																																			
Tèng §¹i t­íng	0	1	2	0			126				enemy017	0	0	0	0	0	30	30	20	11	23	15	165	5|10|15	165	5|10|15	165	5|10|15	165	5|10|15		\script\npclevelscript\soldier5.lua	100	0	0	0	100	200000	500000	1000000	0|1000	100	500	800	1000	100	300	500	800	100	0	0	0	100	0	0	0	12	12	18	18	1200	100	1500	1	80	25	25	25	25	25	25	20	50	0|30	0|30	0|30	0|30	0|30	85	85	85	85	85	180	100		6	0|0|0	0|0|0	0|0|0	0|0|0	0|0|0	0|0|0	0|0|0	0|0|0	0|0|0	0|0|0	86	0|0|20	297	0|60																																																																																			
Tèng Nguyªn So¸i	0	1	2	0			113				enemy004	0	0	0	0	0	28	28	36	11	24	12	357	10|15|20	357	10|15|20	359	10|15|20	359	10|15|20		\script\npclevelscript\soldier6.lua	100	0	0	0	100	1000000	3000000	6000000	0|3000	100	1000	2000	5000	100	500	1000	1800	100	0	0	0	100	0	0	0	12	12	18	18	1800	100	2000	1	80	25	25	25	25	25	25	20	50	0|60	0|60	0|60	0|60	0|60	95	95	95	95	95	180	100		3	0|0|0	0|0|0	0|0|0	0|0|0	0|0|0	0|0|0	0|0|0	0|0|0	0|0|0	0|0|0	89	0|0|20	297	0|60																																																																																			
Kim binh	0	2	2	0			137				enemy028	0	0	0	0	0	24	28	31	10	26	12	19	1|0	19	1|0	19	1|0	19	1|0		\script\npclevelscript\called_soldier1.lua	100	0	0	0	100	15000	37500	75000	0|0	100	0.07	2.5	10	100	0.1	2.5	10	100	1	1	1	100	1	1	1	8	8	18	18	800	50	1000	1	80	25	25	25	25	25	25	20	50	0|0	0|0	0|0	0|0	0|0	75	75	75	75	75	180	100		6	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0																																																																																			
Kim HiÖu óy	0	2	2	0			140				enemy031	0	0	0	0	0	28	33	30	10	23	12	53	1|0	53	1|0	53	1|0	53	1|0		\script\npclevelscript\soldier2.lua	100	0	0	0	100	16000	40000	80000	0|0	100	0.07	2.5	10	100	0.1	2.5	10	100	1	1	1	100	1	1	1	9	9	18	18	800	50	1000	1	80	25	25	25	25	25	25	20	50	0|5	0|5	0|5	0|5	0|5	75	75	75	75	75	180	100		6	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0																																																																																			
Kim Thèng LÜnh	0	2	2	0			145				enemy036	0	0	0	0	0	24	43	30	10	21	12	1	1|0	1	1|0	1	1|0	1	1|0		\script\npclevelscript\soldier3.lua	100	0	0	0	100	20000	50000	100000	0|0	100	0.07	2.5	10	100	0.1	2.5	10	100	1	1	1	100	1	1	1	10	10	18	18	800	50	1000	1	80	25	25	25	25	25	25	20	50	0|10	0|10	0|10	0|10	0|10	75	75	75	75	75	180	100		6	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0																																																																																			
Kim Phã t­íng	0	2	2	0			133				enemy024	0	0	0	0	0	24	40	32	13	24	12	53	1|0	139	1|0.2	139	1|0.2	139	1|0.2		\script\npclevelscript\soldier4.lua	100	0	0	0	100	40000	100000	200000	0|0	100	0.07	2.5	10	100	0.1	2.5	10	100	1	1	1	100	1	1	1	11	11	18	18	800	50	1000	1	80	25	25	25	25	25	25	20	50	0|15	0|15	0|15	0|15	0|15	75	75	75	75	75	180	100		6	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0																																																																																			
Kim §¹i t­íng	0	2	2	0			132				enemy023	0	0	0	0	0	32	55	38	14	31	12	148	5|10|15	148	5|10|15	148	5|10|15	148	5|10|15		\script\npclevelscript\soldier5.lua	100	0	0	0	100	200000	500000	1000000	0|1000	100	500	800	1000	100	300	500	800	100	0	0	0	100	0	0	0	12	12	18	18	1200	100	1000	1	80	25	25	25	25	25	25	20	50	0|30	0|30	0|30	0|30	0|30	85	85	85	85	85	180	100		6	0|0|0	0|0|0	0|0|0	0|0|0	0|0|0	0|0|0	0|0|0	0|0|0	0|0|0	0|0|0	86	0|0|20	297	0|60																																																																																			
Kim Nguyªn So¸i	0	2	2	0			115				enemy006	0	0	0	0	0	24	27	21	10	24	12	362	10|15|20	362	10|15|20	361	10|15|20	361	10|15|20		\script\npclevelscript\soldier6.lua	100	0	0	0	100	1000000	3000000	6000000	0|3000	100	1000	2000	5000	100	500	1000	1800	100	0	0	0	100	0	0	0	12	12	18	18	1800	100	2000	1	80	25	25	25	25	25	25	20	50	0|60	0|60	0|60	0|60	0|60	95	95	95	95	95	180	100		3	0|0|0	0|0|0	0|0|0	0|0|0	0|0|0	0|0|0	0|0|0	0|0|0	0|0|0	0|0|0	89	0|0|20	297	0|60																																																																																			
Boss Liªu §Þnh	0	5	0	0			421				enemy206	0	0	0	0	0	30	30	20	11	23	15	165	5|10|15	165	5|10|15	165	5|10|15	165	5|10|15		\script\npclevelscript\task_goldennpc.lua	100	0	0	0	100	150000	0	0	200|0	100	0.07	2.5	10	100	0.1	2.5	10	100	1	1	1	100	1	1	1	12	12	12	12	800	50	1000	1	80	25	25	25	25	25	25	20	50	0|0.3	0|0.3	0|0.3	0|0.3	0|0.3	95	95	95	95	95	270	100		3	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0																																																																																			
Danh hiÖu_ N÷ 	0	5	2	0			422				enemy207	0	0	0	0	0	30	30	20	11	23	15	165	5|10|15	165	5|10|15	165	5|10|15	165	5|10|15		\script\npclevelscript\soldier5.lua	100	0	0	0	100	200000	500000	1000000	0|1000	100	500	800	1000	100	300	500	800	100	0	0	0	100	0	0	0	12	12	12	12	800	100	1000	1	50	25	25	25	25	30	50	0	0	0|30	0|30	0|30	0|30	0|30	85	85	85	85	85	180	100		9	0|0|0	0|0|0	0|0|0	0|0|0	0|0|0	0|0|0	0|0|0	0|0|0	0|0|0	0|0|0	86	0|0|20	297	0|60																																																																																			
Danh hiÖu_ Nam	0	5	2	0			423				enemy208	0	0	0	0	0	30	30	20	11	23	15	165	5|10|15	165	5|10|15	165	5|10|15	165	5|10|15		\script\npclevelscript\soldier5.lua	100	0	0	0	100	200000	500000	1000000	0|1000	100	500	800	1000	100	300	500	800	100	0	0	0	100	0	0	0	12	12	12	12	800	100	1000	1	50	25	25	25	25	30	50	0	0	0|30	0|30	0|30	0|30	0|30	85	85	85	85	85	180	100		9	0|0|0	0|0|0	0|0|0	0|0|0	0|0|0	0|0|0	0|0|0	0|0|0	0|0|0	0|0|0	86	0|0|20	297	0|60																																																																																			
Th¸c B¹t Hoµi Xuyªn	3	6	2	0							enemy052	0	0	0	0	0	36	40	24	10	10	10	164	1|-40	165	1|-40	162	1|-40	267	1|-40		\script\npclevelscript\makeboss.lua	100	0	10000	-200000	100	0	9	-360	0|0	100	0	20	0	100	0	20	-400	100	0	6	-250	100	0	8	-380	6	6	9	9	800	50	1000	1	60	100	0	0	0	50	0	0	0	1.5|-75	1|-50	1.4|-48	-1|-100	1.5|-75	95	95	95	95	95	180	100		9	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0																																																																																			
L­u UÈn Cæ 	3	6	2	0							enemy045	0	0	0	0	0	36	40	24	10	10	10	164	1|-40	165	1|-40	162	1|-40	267	1|-40		\script\npclevelscript\makeboss.lua	100	0	10000	-200000	100	0	9	-360	0|0	100	0	20	0	100	0	20	-400	100	0	6	-250	100	0	8	-380	6	6	9	9	800	50	1000	1	60	100	0	0	0	50	0	0	0	1.5|-75	1|-50	1.4|-48	-1|-100	1.5|-75	95	95	95	95	95	180	100		9	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0																																																																																			
Thi Nghi Sinh	0	5	0	0			112				enemy003	0	0	0	0	0	30	30	20	11	10	10	153	1|0.2	153	1|0.2	153	1|0.2	153	1|0.2		\script\npclevelscript\task_goldennpc.lua	100	0	0	0	100	27750	0	0	30|0	100	0.07	2.5	10	100	0.1	2.5	10	100	0.07	2.5	10	100	0.1	2.5	10	12	12	15	15	500	50	800	1	80	25	25	25	25	25	25	20	50	75|0	45|0	15|0	60|0	45|0	95	95	95	95	95	270	100		6	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0																																																																																			
ChÝnh Vâ SÜ 	0	5	0	0			185				enemy076	0	0	0	0	0	30	30	20	11	10	10	153	1|0.2	153	1|0.2	153	1|0.2	153	1|0.2		\script\npclevelscript\task_goldennpc.lua	100	0	0	0	100	25000	0	0	30|0	100	0.07	2.5	10	100	0.1	2.5	10	100	0.07	2.5	10	100	0.1	2.5	10	12	12	15	15	500	50	800	1	80	25	25	25	25	25	25	20	50	75|0	45|0	15|0	60|0	45|0	95	95	95	95	95	270	100		6	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0																																																																																			
NguyÔn Minh ViÔn	0	5	0	0			256				enemy147	0	0	0	0	0	30	30	20	11	10	10	153	1|0.2	153	1|0.2	153	1|0.2	153	1|0.2		\script\npclevelscript\task_goldennpc.lua	100	0	0	0	100	45250	0	0	30|0	100	0.07	2.5	10	100	0.1	2.5	10	100	0.07	2.5	10	100	0.1	2.5	10	12	12	15	15	500	50	800	1	80	25	25	25	25	25	25	20	50	75|0	45|0	15|0	60|0	45|0	95	95	95	95	95	270	100		6	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0																																																																																			
ThÞnh Do·n	0	5	0	0			130				enemy021	0	0	0	0	0	30	30	20	11	10	10	153	1|0.2	153	1|0.2	153	1|0.2	153	1|0.2		\script\npclevelscript\task_goldennpc.lua	100	0	0	0	100	57300	0	0	30|0	100	0.07	2.5	10	100	0.1	2.5	10	100	0.07	2.5	10	100	0.1	2.5	10	12	12	15	15	500	50	800	1	80	25	25	25	25	25	25	20	50	75|0	45|0	15|0	60|0	45|0	95	95	95	95	95	270	100		6	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0																																																																																			
Phi Sa M¹c Cao QuËt	0	5	0	3			192				enemy083	0	0	0	0	0	30	30	20	11	10	10	153	1|0.2	153	1|0.2	153	1|0.2	153	1|0.2		\script\npclevelscript\npc_mogaoku.lua	100	1500	0	0	100	32000	0	0	0|0.05	100	0.07	2.5	10	100	0.1	2.5	10	100	0.07	2.5	10	100	0.1	2.5	10	6	6	18	18	400	50	700	1	50	25	25	25	25	30	50	0	0	75|0	45|0	15|0	60|0	45|0	75	75	90	75	75	180	100	\settings\item\npcdroprate.ini	9	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0																																																																																			
TÈu Th¹ch M¹c Cao QuËt	0	5	0	3			187				enemy078	0	0	0	0	0	30	30	20	11	10	10	153	1|0.2	153	1|0.2	153	1|0.2	153	1|0.2		\script\npclevelscript\npc_mogaoku.lua	100	1500	0	0	100	32000	0	0	0|0.05	100	0.07	2.5	10	100	0.1	2.5	10	100	0.07	2.5	10	100	0.1	2.5	10	6	6	18	18	400	50	700	1	50	25	25	25	25	30	50	0	0	75|0	45|0	15|0	60|0	45|0	75	75	90	75	75	180	100	\settings\item\npcdroprate.ini	9	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0																																																																																			
Sa §¹o M¹c Cao QuËt	0	5	0	3			243				enemy134	0	0	0	0	0	30	30	20	11	10	10	153	1|0.2	153	1|0.2	153	1|0.2	153	1|0.2		\script\npclevelscript\npc_mogaoku.lua	100	2000	0	0	100	38000	0	0	0|0.05	100	0.07	2.5	10	100	0.1	2.5	10	100	0.07	2.5	10	100	0.1	2.5	10	6	6	18	18	400	50	700	1	50	25	25	25	25	30	50	0	0	75|0	45|0	15|0	60|0	45|0	75	75	90	75	75	180	100	\settings\item\npcdroprate.ini	9	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0																																																																																			
M¹c TÆc M¹c Cao QuËt	0	5	0	3			238				enemy129	0	0	0	0	0	30	30	20	11	10	10	153	1|0.2	153	1|0.2	153	1|0.2	153	1|0.2		\script\npclevelscript\npc_mogaoku.lua	100	1800	0	0	100	48000	0	0	0|0.05	100	0.07	2.5	10	100	0.1	2.5	10	100	0.07	2.5	10	100	0.1	2.5	10	6	6	18	18	400	50	700	1	50	25	25	25	25	30	50	0	0	75|0	45|0	15|0	60|0	45|0	75	75	90	75	75	180	100	\settings\item\npcdroprate.ini	9	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0																																																																																			
ThÇn Tý Phong L¨ng §é	0	5	0	2			137				enemy028	0	0	0	0	0	30	30	20	11	10	10	239	1|0.2	201	1|0.2	239	1|0.2	201	1|0.2		\script\npclevelscript\npc_fenglingdunan.lua	100	1400	0	0	100	32000	0	0	0|0.05	100	0.07	2.5	10	100	0.1	2.5	10	100	0.07	2.5	10	100	0.1	2.5	10	6	6	18	18	500	50	800	1	50	25	25	25	25	30	50	0	0	75|0	45|0	15|0	60|0	45|0	75	75	75	75	75	180	100	\settings\droprate\npcdroprate_fenglindunan.ini	12	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0																																																																																			
L·nh Th­¬ng Phong L¨ng §é	0	5	0	2			145				enemy036	0	0	0	0	0	30	30	20	11	10	10	1	1|0.2	233	1|0.2	1	1|0.2	233	1|0.2		\script\npclevelscript\npc_fenglingdunan.lua	100	1400	0	0	100	32000	0	0	0|0.05	100	0.07	2.5	10	100	0.1	2.5	10	100	0.07	2.5	10	100	0.1	2.5	10	6	6	18	18	500	50	800	1	50	25	25	25	25	30	50	0	0	75|0	45|0	15|0	60|0	45|0	75	75	75	75	75	180	100	\settings\droprate\npcdroprate_fenglindunan.ini	12	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0																																																																																			
LiÖt Kh«ng M¹c B¾c Th¶o Nguyªn 	0	5	0	4			256				enemy147	0	0	0	0	0	30	30	20	11	10	10	153	1|0.2	153	1|0.2	153	1|0.2	153	1|0.2		\script\npclevelscript\npc_mobeicaoyuan.lua	100	2500	0	0	100	30000	0	0	0|0.05	100	0.07	2.5	10	100	0.1	2.5	10	100	0.07	2.5	10	100	0.1	2.5	10	6	6	18	18	500	50	800	1	50	25	25	25	25	30	50	0	0	75|0	45|0	15|0	60|0	45|0	1	1	1	1	0	180	100	\settings\item\npcdroprate.ini	6	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0																																																																																			
Kinh Phong M¹c B¾c Th¶o Nguyªn 	0	5	0	4			133				enemy024	0	0	0	0	0	30	30	20	11	10	10	153	1|0.2	153	1|0.2	153	1|0.2	153	1|0.2		\script\npclevelscript\npc_mobeicaoyuan.lua	100	2500	0	0	100	30000	0	0	0|0.05	100	0.07	2.5	10	100	0.1	2.5	10	100	0.07	2.5	10	100	0.1	2.5	10	6	6	18	18	500	50	800	1	50	25	25	25	25	30	50	0	0	75|0	45|0	15|0	60|0	45|0	1	1	1	1	1	180	100	\settings\item\npcdroprate.ini	6	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0																																																																																			
Phôc Ba Kim s¬n  ®¶o 	0	5	0	4			420				enemy205	0	0	0	0	0	30	30	20	11	10	10	53	1|-40	236	1|-40	53	1|-40	236	1|-40		\script\npclevelscript\npc_jinshandao.lua	100	6000	0	0	100	25000	0	0	0|0.05	100	0.07	2.5	10	100	0.1	2.5	10	100	0.07	2.5	10	100	0.1	2.5	10	6	6	18	18	500	50	800	1	50	25	25	25	25	30	50	0	0	75|0	45|0	15|0	60|0	45|0	95	95	95	95	95	720	100	\settings\item\npcdroprate.ini	6	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0																																																																																			
Ph¸ Lang Kim s¬n  ®¶o 	0	5	0	4			157				enemy048	0	0	0	0	0	30	30	20	11	10	10	53	1|0.2	122	1|0.2	53	1|0.2	122	1|0.2		\script\npclevelscript\npc_jinshandao.lua	100	6000	0	0	100	25000	0	0	0|0.05	100	0.07	2.5	10	100	0.1	2.5	10	100	0.07	2.5	10	100	0.1	2.5	10	6	6	18	18	500	50	800	1	50	25	25	25	25	30	50	0	0	75|0	45|0	15|0	60|0	45|0	95	95	95	95	95	720	100	\settings\item\npcdroprate.ini	6	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0																																																																																			
Thõa Phong Kim s¬n  ®¶o 	0	5	0	4			178				enemy069	0	0	0	0	0	30	30	20	11	10	10	53	1|0.2	241	1|0.2	53	1|0.2	241	1|0.2		\script\npclevelscript\npc_jinshandao.lua	100	6000	0	0	100	25000	0	0	0|0.05	100	0.07	2.5	10	100	0.1	2.5	10	100	0.07	2.5	10	100	0.1	2.5	10	6	6	18	18	500	50	800	1	50	25	25	25	25	30	50	0	0	75|0	45|0	15|0	60|0	45|0	95	95	95	95	95	720	100	\settings\item\npcdroprate.ini	6	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0																																																																																			
Th¸i C«ng C«ng	3	6	2	0							passerby059	0	0	0	0	0	36	40	24	10	10	10										\script\npclevelscript\newnpc.lua																															50		1													-1|-100								100		9	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0																																																																																			
Phã L«i Th­ 	3	6	2	0							passerby192	0	0	0	0	0	36	40	24	10	10	10										\script\npclevelscript\newnpc.lua																															50		1													-1|-100								100		9	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0																																																																																			
H¹ HÇu Phôc	0	5	0	0			159				enemy050	0	0	0	0	0	30	30	20	11	10	10	153	1|0.2	153	1|0.2	153	1|0.2	153	1|0.2		\script\npclevelscript\task_goldennpc.lua	100	0	0	0	100	14250	0	0	30|0	100	0.07	2.5	10	100	0.1	2.5	10	100	1	1	1	100	1	1	1	12	12	15	15	500	50	800	1	80	25	25	25	25	25	25	20	50	0|0.3	0|0.3	0|0.3	0|0.3	0|0.3	95	95	95	95	95	270	100		6	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0																																																																																			
TiÕu V« Th­êng 	0	5	0	0			160				enemy051	0	0	0	0	0	30	30	20	11	10	10	153	1|0.2	153	1|0.2	153	1|0.2	153	1|0.2		\script\npclevelscript\task_goldennpc.lua	100	0	0	0	100	31250	0	0	30|0	100	0.07	2.5	10	100	0.1	2.5	10	100	1	1	1	100	1	1	1	12	12	15	15	500	50	800	1	80	25	25	25	25	25	25	20	50	0|0.3	0|0.3	0|0.3	0|0.3	0|0.3	95	95	95	95	95	270	100		6	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0																																																																																			
§oan Méc Thanh	3	6	2	0							enemy062	0	0	0	0	0	36	40	24	10	10	10										\script\npclevelscript\newnpc.lua																															50		1													-1|-100								100		9	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0																																																																																			
Tiªu s­ 	3	6	2	0							enemy088	0	0	0	0	0	36	40	24	10	10	10										\script\npclevelscript\newnpc.lua																															50		1													-1|-100								100		9	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0																																																																																			
Lôc Phi 	0	5	0	0			198				enemy089	0	0	0	0	0	30	30	20	11	10	10	153	1|0.2	153	1|0.2	153	1|0.2	153	1|0.2		\script\npclevelscript\task_goldennpc.lua	100	0	0	0	100	51250	0	0	30|0	100	0.07	2.5	10	100	0.1	2.5	10	100	1	1	1	100	1	1	1	12	12	15	15	500	50	800	1	80	25	25	25	25	25	25	20	50	0|0.3	0|0.3	0|0.3	0|0.3	0|0.3	95	95	95	95	95	270	100		6	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0																																																																																			
§å §¹i nh©n	0	5	0	0			202				enemy093	0	0	0	0	0	30	30	20	11	10	10	153	1|0.2	153	1|0.2	153	1|0.2	153	1|0.2		\script\npclevelscript\task_goldennpc.lua	100	0	0	0	100	51250	0	0	30|0	100	0.07	2.5	10	100	0.1	2.5	10	100	1	1	1	100	1	1	1	12	12	15	15	500	50	800	1	80	25	25	25	25	25	25	20	50	0|0.3	0|0.3	0|0.3	0|0.3	0|0.3	95	95	95	95	95	270	100		6	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0																																																																																			
TiÓu Kú Nhi 	0	5	0	0			252				enemy143	0	0	0	0	0	30	30	20	11	10	10	153	1|0.2	153	1|0.2	153	1|0.2	153	1|0.2		\script\npclevelscript\task_goldennpc.lua	100	0	0	0	100	5000	0	0	30|0	100	0.07	2.5	10	100	0.1	2.5	10	100	1	1	1	100	1	1	1	12	12	15	15	500	50	800	1	80	25	25	25	25	25	25	20	50	0|0.3	0|0.3	0|0.3	0|0.3	0|0.3	95	95	95	95	95	270	100		6	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0																																																																																			
Tµng B¶o kh¸ch	0	5	0	3			194				enemy085	0	0	0	0	0	30	30	20	11	10	10	153	1|0.2	153	1|0.2	153	1|0.2	153	1|0.2		\script\npclevelscript\task_normalnpc.lua	100	0	0	0	100	2000	0	0	30|0	100	0.07	2.5	10	100	0.1	2.5	10	100	1	1	1	100	1	1	1	12	12	15	15	500	50	800	1	80	25	25	25	25	25	25	20	50	0|0.3	0|0.3	0|0.3	0|0.3	0|0.3	95	95	95	95	95	270	100		6	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0																																																																																			
Thñy tÆc 	0	5	4	1			420				enemy205	0	0	0	0	0	36	40	24	10	10	10	53	1|-40	236	1|-40	53	1|-40	236	1|-40		\script\npclevelscript\npc_fenglingdunan.lua	100	3000	0	0	100	30000	0	0	0|0.05	100	0	20	0	100	0	20	-400	100	0	6	-250	100	0	8	-380	6	6	9	9	400	50	700	1	50	25	25	25	25	30	50	0	0	75|0	45|0	15|0	60|0	45|0	75	75	75	75	75	180	100	\settings\droprate\npcdroprate_boatthief.ini	6	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0																																																																																			
Boss Thñy tÆc ®Çu lÜnh 	0	5	2	30			420				enemy205	0	0	0	0	0	36	40	24	10	10	10	236	0|20	236	0|20	236	0|20	236	0|20		\script\npclevelscript\makeboss.lua	100	0	0	400000	100	0	0	1500000	0|1000	100	0	0	800	100	0	0	1400	100	0	0	0	100	0	0	0	6	6	12	12	800	100	1000	1	50	25	25	25	25	30	50	0	0	0|50	0|65	0|50	0|60	0|60	50	50	50	50	50	180	100	\settings\droprate\goldennpc\boatboss_droprate.ini	6	0|0	0|0	0|0	0|0	0|0	0|1500	0|0	0|0	0|0	0|0	86	0|10	297	0|30																																																																																			
§Çu «ng ®Þa	0	5	2	2							npc050111001	0	0	0	0	0	35	36	32	12	14	13	101	1|0.2	235	1|0.2	53	1|0.2	53	1|0.2		\script\npclevelscript\standard.lua	100	0	10	50	100	0.5	20	50	0|0.05	100	0.07	2.5	10	100	0.1	2.5	10	100	1	1	1	100	1	1	1	6	6	18	18	400	50	700	2	40	40	60	40	60	0	0	10	0	0|0.6	0|0.5	0|0	0|0.5	0|0.5	90	75	60	75	75	180	100	\settings\item\npcdroprate.ini	36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0																																																																																			
Nam S­ 	0	5	2	2							npc050111002	0	0	0	0	0	35	36	32	12	14	13	101	1|0.2	235	1|0.2	53	1|0.2	53	1|0.2		\script\npclevelscript\standard.lua	100	0	10	50	100	0.5	20	50	0|0.05	100	0.07	2.5	10	100	0.1	2.5	10	100	1	1	1	100	1	1	1	6	6	18	18	400	50	700	2	40	40	60	40	60	0	0	10	0	0|0.6	0|0.5	0|0	0|0.5	0|0.5	90	75	60	75	75	180	100	\settings\item\npcdroprate.ini	36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0																																																																																			
B¾c S­ 	0	5	2	2							npc050111003	0	0	0	0	0	35	36	32	12	14	13	101	1|0.2	235	1|0.2	53	1|0.2	53	1|0.2		\script\npclevelscript\standard.lua	100	0	10	50	100	0.5	20	50	0|0.05	100	0.07	2.5	10	100	0.1	2.5	10	100	1	1	1	100	1	1	1	6	6	18	18	400	50	700	2	40	40	60	40	60	0	0	10	0	0|0.6	0|0.5	0|0	0|0.5	0|0.5	90	75	60	75	75	180	100	\settings\item\npcdroprate.ini	36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0																																																																																			
Long Ch©u	0	5	2	2							npc050111004	0	0	0	0	0	35	36	32	12	14	13	101	1|0.2	235	1|0.2	53	1|0.2	53	1|0.2		\script\npclevelscript\standard.lua	100	0	10	50	100	0.5	20	50	0|0.05	100	0.07	2.5	10	100	0.1	2.5	10	100	1	1	1	100	1	1	1	6	6	18	18	400	50	700	2	40	40	60	40	60	0	0	10	0	0|0.6	0|0.5	0|0	0|0.5	0|0.5	90	75	60	75	75	180	100	\settings\item\npcdroprate.ini	36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0																																																																																			
